,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore
3742,2021,27583,275582,56.0,2,3.0,275582,9.53,16.09,5,5
3754,2021,23019,336500,75.0,2,2.875,336500,12.55,41.5,4,4
3775,2021,11212,405000,69.0,2,2.625,405000,18.93,26.48,5,5
3777,2021,13776,400000,65.0,2,2.5,400000,14.56,25.81,5,5
3780,2021,15771,330000,80.0,2,2.625,330000,12.27,40.26,5,5
3795,2021,15543,400000,80.0,2,2.875,400000,14.46,24.36,5,5
3826,2021,13836,480000,80.0,2,3.0,480000,23.66,26.86,5,4
3874,2021,13903,506000,79.0,3,2.875,506000,29.02,43.61,3,5
3916,2021,21629,335250,56.0,2,2.125,335250,14.03,17.32,5,5
3981,2021,23643,548250,76.0,2,2.5,548250,14.89,23.63,4,4
3985,2021,15833,376000,80.0,2,2.75,376000,14.15,19.05,4,4
3990,2021,14062,441000,90.0,2,3.0,441000,20.95,34.15,5,5
4010,2021,24193,327200,77.0,2,2.5,327200,10.62,22.27,5,5
4026,2021,11375,400000,71.0,2,2.625,400000,20.32,26.31,5,5
4029,2021,14070,400000,55.0,2,2.125,400000,25.58,38.02,5,5
4047,2021,16947,463000,72.0,2,2.75,463000,14.36,19.08,5,5
4066,2021,14024,349600,67.0,2,2.375,349600,27.5,31.99,5,5
4083,2021,21030,375500,66.0,2,2.125,375500,15.41,19.0,3,3
4087,2021,16028,317518,44.0,2,2.375,322000,20.55,27.26,5,5
4094,2021,19166,311000,80.0,2,2.0,311000,12.93,38.3,5,5
4116,2021,10416,390000,72.0,2,2.75,390000,23.23,25.11,5,5
4142,2021,21637,488000,80.0,2,2.375,488000,13.56,18.85,4,3
4165,2021,15700,404000,73.0,2,2.5,404000,13.74,27.39,5,5
4174,2021,19081,322600,68.0,2,2.125,322600,22.36,38.73,5,4
4182,2021,15589,368107,58.0,2,2.0,368107,20.7,25.21,5,5
4194,2021,24537,290998,54.0,2,2.5,290998,9.72,25.49,5,5
4195,2021,20612,440000,75.0,2,2.625,440000,19.34,42.88,5,5
4197,2021,16831,441000,74.0,2,2.625,441000,14.11,15.48,5,5
4218,2021,16839,364500,77.0,2,2.75,364500,17.59,37.61,4,5
4220,2021,11204,408800,80.0,2,2.5,408800,19.86,31.79,4,4
4270,2021,14045,453000,73.0,2,2.625,453000,17.13,19.41,5,5
4290,2021,13688,496000,77.0,2,2.75,496000,20.13,31.03,4,3
4316,2021,12682,325000,87.0,2,2.625,325000,15.38,35.36,4,4
4378,2021,19178,712000,80.0,2,2.875,712000,18.9,24.34,4,3
4380,2021,23699,485000,62.0,2,2.99,485000,10.9,18.66,4,4
4390,2021,8219,634000,69.0,2,3.125,634000,38.6,39.05,4,4
4398,2021,16032,370000,62.0,2,3.0,370000,12.86,24.46,5,5
4415,2021,20917,318500,75.0,2,2.125,318500,15.17,17.83,5,5
4445,2021,13854,310871,77.0,2,2.75,310871,15.18,31.17,4,4
4474,2021,14974,408000,80.0,2,2.75,408000,17.81,22.28,5,5
4486,2021,25741,344000,80.0,2,2.375,344000,10.55,22.78,5,9
4490,2021,18206,332000,42.0,2,2.25,332000,17.18,23.29,5,5
4493,2021,12479,420000,79.0,2,2.0,420000,30.0,37.29,4,4
4502,2021,12244,548250,65.0,2,2.75,548250,25.39,33.04,5,5
4511,2021,12575,369000,52.0,2,2.875,369000,17.87,28.99,4,5
4515,2021,20869,373200,77.0,2,2.125,373200,14.99,32.27,5,4
4523,2021,18892,367200,55.0,2,2.625,367200,13.24,16.76,5,5
4560,2021,20286,441500,56.0,2,2.625,441500,12.27,18.64,5,5
4582,2021,19426,339500,78.0,2,2.75,339500,11.82,18.69,5,4
4611,2021,18929,409179,52.0,2,2.75,409179,12.68,16.01,5,5
4618,2021,18534,488000,57.0,2,2.5,488000,10.21,39.2,5,5
4636,2021,20145,548000,55.0,2,2.0,548000,32.01,32.42,5,5
4650,2021,12584,376000,80.0,2,2.5,376000,24.19,24.98,5,5
4675,2021,17415,389301,71.0,2,2.75,390000,16.66,30.0,5,5
4736,2021,11734,373210,45.0,2,2.375,373210,29.27,29.75,5,5
4754,2021,20832,488997,71.0,2,2.5,488997,14.1,14.72,5,4
4759,2021,12060,360000,74.0,2,2.875,360000,18.09,37.48,5,5
4760,2021,15368,365900,76.0,2,2.625,365900,15.79,37.32,4,4
4761,2021,22808,548250,59.0,2,2.875,548250,19.46,34.08,5,3
4763,2021,20196,472000,67.0,2,2.75,472000,13.89,32.01,5,5
4768,2021,14347,412000,89.0,2,2.5,412000,16.38,16.54,5,5
4772,2021,19833,500000,80.0,2,2.125,500000,21.6,36.9,5,5
4774,2021,25447,430000,88.0,2,2.625,430000,9.41,27.67,5,4
4776,2021,20833,327387,80.0,2,2.5,328000,8.48,24.67,5,5
4817,2021,19265,397500,75.0,2,2.125,397500,16.95,36.01,5,5
4829,2021,16666,490000,67.0,2,2.375,490000,17.28,26.31,5,5
4850,2021,16667,320000,85.0,2,2.75,320000,15.33,20.73,4,4
4852,2021,23972,376000,80.0,2,3.625,376000,12.78,26.91,3,2
4888,2021,17995,331896,78.0,2,2.0,331896,17.23,22.09,5,5
4921,2021,14187,315000,50.0,2,2.125,315000,21.73,24.26,3,5
4935,2021,13487,430950,82.0,2,2.25,430950,16.16,20.42,5,5
5030,2021,23892,408000,80.0,2,2.125,408000,15.24,16.58,5,5
5031,2021,23400,400000,80.0,2,2.375,400000,18.33,19.34,5,5
5090,2021,11667,619000,56.0,2,2.75,619000,33.87,33.87,5,5
5092,2021,26941,720000,64.0,3,2.75,720000,42.96,50.46,5,3
5093,2021,16327,427000,70.0,2,2.99,427000,16.15,27.43,4,5
5095,2021,24482,750000,59.0,1,2.875,750000,16.55,29.77,4,9
5098,2021,20115,655000,73.0,2,2.875,655000,18.06,38.31,5,5
5099,2021,11692,450000,72.0,2,3.0,450000,28.86,42.13,4,4
5100,2021,10924,370000,66.0,3,3.375,370000,17.92,27.6,4,3
5102,2021,28416,333000,42.0,2,2.25,333000,13.61,23.2,5,5
5135,2021,13216,413000,70.0,2,2.75,413000,18.66,20.02,5,5
5138,2021,22813,360000,80.0,2,2.75,360000,12.23,25.96,5,5
5162,2021,10974,440000,87.0,2,2.875,440000,25.92,37.27,4,4
5192,2021,22184,449100,90.0,2,3.125,449100,10.28,36.93,4,4
5224,2021,17104,353000,92.0,2,2.75,353000,18.37,24.4,5,4
5235,2021,26963,275000,22.0,2,2.375,275000,23.92,36.71,5,5
5236,2021,14751,355087,29.0,2,2.5,355087,30.11,32.58,5,5
5237,2021,20677,402000,60.0,2,2.5,402000,16.88,17.77,4,5
5275,2021,10270,456000,80.0,2,3.0,456000,26.65,32.75,5,5
5369,2021,17208,437025,100.0,2,2.375,437025,14.89,34.86,5,5
5381,2021,22037,292094,63.0,2,2.625,292094,12.53,34.69,5,5
5423,2021,9193,459000,94.0,2,2.5,459000,27.17,31.91,4,4
5537,2021,19239,508000,80.0,2,2.5,508000,22.3,28.15,4,4
5555,2021,17698,375000,74.0,2,3.0,375000,15.53,35.14,4,4
5556,2021,27885,291600,62.0,2,2.0,291600,9.29,23.68,5,4
5558,2021,24938,460000,80.0,2,3.125,460000,11.45,42.68,5,5
5567,2021,18762,432000,79.0,2,2.125,432000,20.73,31.85,5,5
5598,2021,17389,400000,61.0,2,2.75,400000,14.16,16.54,5,5
5605,2021,19698,373900,76.0,2,2.75,373900,12.26,23.77,5,5
5633,2021,14119,472000,80.0,2,2.625,472000,21.5,38.66,5,5
5639,2021,28652,477250,65.0,2,2.875,477250,11.2,11.38,5,5
5651,2021,21250,321000,66.0,2,2.0,321000,16.16,20.48,4,5
5667,2021,23333,400000,67.0,2,2.625,400000,8.94,15.46,4,4
5671,2021,26103,515550,73.0,2,2.375,515550,13.05,15.47,5,5
5683,2021,9837,399000,95.0,2,2.75,399000,21.19,34.71,4,3
5693,2021,16584,395800,82.0,2,2.875,395800,16.21,41.24,5,5
5710,2021,25545,452000,61.0,2,2.0,452000,17.85,24.38,5,5
5711,2021,9462,405401,76.0,2,2.5,405401,26.16,30.27,5,5
5727,2021,11800,360000,80.0,2,2.875,360000,17.74,28.83,5,5
5738,2021,13751,337140,79.0,2,2.625,337140,19.19,28.39,5,5
5747,2021,19826,341400,76.0,2,2.25,341400,11.89,16.96,5,5
5795,2021,18569,316084,75.0,2,2.75,316100,10.67,25.96,5,5
5859,2021,13997,420962,77.0,2,2.875,420962,24.63,28.64,5,5
5878,2021,20783,319000,71.0,2,2.0,319000,13.29,20.52,5,5
5885,2021,16287,524000,80.0,2,2.625,524000,20.23,33.25,5,4
5912,2021,20687,413000,66.0,2,2.75,413000,16.49,27.55,4,4
5913,2021,16668,392000,80.0,2,3.0,392000,14.38,20.45,2,4
5915,2021,11676,486300,77.0,2,2.625,486300,23.29,40.29,5,4
5954,2021,21667,352700,77.0,2,2.0,352700,12.93,44.16,5,5
5983,2021,29281,500000,80.0,1,2.125,500000,15.61,16.0,5,9
5988,2021,12751,322471,82.0,2,3.125,322471,17.49,32.22,4,5
6021,2021,22436,329600,80.0,2,3.0,329600,13.0,39.08,5,5
6037,2021,21011,344000,80.0,2,2.5,344000,10.75,12.18,5,5
6040,2021,13333,395000,76.0,2,2.625,395000,17.76,18.85,5,5
6059,2021,29038,400000,80.0,2,2.875,400000,9.63,18.66,5,4
6070,2021,22242,461600,80.0,2,2.0,461600,17.63,19.6,5,5
6072,2021,25682,329500,74.0,2,2.125,329500,11.0,11.82,5,5
6074,2021,26249,474500,68.0,1,2.875,474500,6.71,17.94,5,9
6083,2021,20868,320000,59.0,2,2.0,320000,13.27,17.75,5,5
6095,2021,21653,290700,59.0,4,2.75,290700,17.38,27.33,5,5
6097,2021,29647,460000,72.0,2,2.125,460000,14.64,29.88,5,5
6108,2021,12500,490000,78.0,2,2.875,490000,21.48,32.56,5,5
6113,2021,13566,480000,80.0,2,2.5,480000,14.92,21.98,5,5
6120,2021,27571,313100,76.0,2,2.0,313100,11.38,11.98,5,5
6121,2021,24242,374500,62.0,2,2.375,374500,15.3,20.81,5,5
6139,2021,16814,390000,74.0,2,2.0,390000,17.84,34.73,5,5
6146,2021,21347,480000,80.0,2,2.5,480000,11.36,12.11,5,5
6154,2021,13750,436000,80.0,2,2.5,436000,17.62,27.27,5,5
6155,2021,13635,347200,80.0,2,2.0,347200,21.17,33.97,5,5
6156,2021,14987,502500,75.0,2,2.875,502500,19.07,33.16,5,5
6202,2021,13383,480000,71.0,2,2.5,480000,22.19,23.15,5,5
6208,2021,11691,432000,80.0,2,2.875,432000,19.72,36.68,5,5
6216,2021,20800,336545,71.0,2,2.75,336545,11.62,21.24,5,5
6221,2021,11447,349000,74.0,2,2.75,349000,18.86,23.72,5,5
6252,2021,20054,300665,74.0,2,3.375,301150,11.04,24.36,3,5
6253,2021,13750,526500,90.0,2,3.125,526500,22.74,46.04,4,5
6272,2021,13114,493000,74.0,2,3.125,493000,22.48,36.93,5,5
6296,2021,10167,548000,74.0,2,3.0,548000,35.92,41.95,5,5
6305,2021,13783,492000,80.0,2,3.0,492000,18.62,26.47,5,3
6316,2021,22819,548250,55.0,2,3.125,548250,3.88,42.22,5,5
6329,2021,11610,460750,95.0,2,3.25,460750,23.45,45.9,4,4
6334,2021,25371,520000,80.0,2,3.125,520000,11.87,21.84,4,4
6338,2021,27628,524081,70.0,2,2.875,524081,15.13,24.94,5,5
6343,2021,26454,406774,80.0,2,3.125,408000,11.2,17.27,5,4
6344,2021,11449,351200,74.0,2,2.875,351200,18.85,25.69,5,4
6345,2021,17951,385000,72.0,2,2.5,385000,12.93,19.8,9,9
6348,2021,10509,663834,62.0,2,2.875,665000,33.82,44.18,5,5
6349,2021,16833,400000,80.0,2,2.25,400000,21.0,33.51,4,5
6356,2021,12040,488781,76.0,2,3.0,488781,22.13,34.19,4,2
6362,2021,13308,525000,88.0,2,2.625,525000,33.67,38.12,5,5
6366,2021,17728,433820,58.0,2,2.75,433820,15.7,19.89,4,5
6403,2021,27096,418400,80.0,2,3.0,418400,10.24,12.98,5,5
6407,2021,19182,279200,80.0,2,3.625,279200,20.57,43.88,4,5
6418,2021,15617,420000,80.0,2,3.125,420000,16.31,39.94,4,4
6425,2021,27454,652000,62.0,2,3.0,652000,13.85,37.9,4,5
6427,2021,13852,385000,52.0,2,2.375,385000,23.32,30.01,5,5
6429,2021,20444,322800,68.0,2,3.0,322800,15.55,29.48,5,5
6431,2021,11667,320000,61.0,2,3.25,320000,18.39,26.33,4,3
6433,2021,23016,506500,68.0,2,3.0,506500,13.16,21.75,4,4
6440,2021,13919,400000,80.0,2,2.75,400000,22.02,33.63,5,5
6442,2021,13614,605000,76.0,2,3.25,605000,27.7,35.77,5,5
6447,2021,12198,480000,80.0,2,3.0,480000,19.63,45.95,5,4
6519,2021,12206,360000,71.0,2,3.25,360000,20.0,34.83,5,5
6537,2021,25272,481136,69.0,2,2.75,482000,11.23,30.06,5,3
6543,2021,12155,392000,80.0,2,3.125,392000,22.66,29.96,4,4
6554,2021,16445,660000,80.0,2,3.25,660000,22.22,46.01,5,4
6555,2021,16812,420300,95.0,2,3.0,420300,15.53,38.96,4,4
6560,2021,10636,432000,75.0,2,3.25,432000,23.62,27.16,5,5
6582,2021,17129,383000,80.0,2,3.0,383000,15.0,18.37,4,4
6594,2021,12861,778603,32.0,2,2.75,780000,30.11,41.75,4,4
6595,2021,12377,480600,88.0,2,3.25,480600,23.23,39.84,4,5
6597,2021,16616,302000,60.0,2,2.875,302000,13.8,32.16,5,5
6600,2021,18975,682000,73.0,2,3.125,682000,20.12,49.83,5,5
6601,2021,17889,627000,55.0,2,3.125,627000,24.27,45.32,3,4
6604,2021,14041,316800,84.0,2,2.5,316800,19.5,37.72,4,4
6623,2021,13815,423200,80.0,2,3.125,423200,22.78,24.58,5,5
6626,2021,14089,441750,95.0,2,3.125,441750,20.21,30.38,3,3
6628,2021,17000,318000,71.0,2,2.375,318000,16.69,42.72,5,5
6652,2021,20661,335000,72.0,2,2.375,335000,13.87,24.22,5,5
6660,2021,15050,360000,72.0,2,3.0,360000,17.67,33.43,4,5
6662,2021,30094,325000,60.0,1,2.875,325000,6.61,8.78,5,9
6672,2021,9641,677000,55.0,2,3.25,677000,44.25,46.8,5,5
6678,2021,22329,383000,73.0,2,3.125,383000,11.57,18.65,5,5
6682,2021,26238,465000,21.0,2,2.99,465000,21.25,40.91,5,5
6686,2021,11439,366900,80.0,2,3.25,366900,17.31,23.58,5,5
6722,2021,14709,343500,78.0,2,3.5,343500,14.95,31.01,5,4
6726,2021,11243,350000,88.0,2,3.125,350000,20.33,27.86,5,5
6749,2021,11710,338726,83.0,2,3.125,338726,18.6,25.76,5,5
6767,2021,19141,350000,69.0,2,2.75,350000,9.79,13.84,5,5
6798,2021,29615,349600,80.0,2,3.0,349600,6.99,7.11,5,5
6805,2021,14254,548000,74.0,2,2.875,548000,24.69,34.13,5,5
6809,2021,11081,372000,80.0,2,3.0,372000,18.63,31.95,4,4
6835,2021,21765,497800,75.0,2,2.0,506000,22.9,35.0,5,5
6837,2021,11792,438400,80.0,2,3.375,438400,27.26,36.62,5,5
6851,2021,24187,321000,80.0,2,3.25,321000,7.46,18.43,5,5
6877,2021,10419,409900,81.0,2,3.0,409900,20.14,28.36,5,5
6901,2021,10854,467511,103.0,2,2.875,467511,26.83,30.24,4,5
6931,2021,16184,318750,85.0,2,3.125,318750,12.67,39.77,4,5
6934,2021,19750,352500,75.0,2,3.25,352500,3.0,29.45,5,5
6937,2021,15858,454400,80.0,2,3.375,454400,19.68,27.72,4,5
6940,2021,15370,548000,46.0,2,3.25,548000,26.04,42.55,3,3
6943,2021,18449,497600,80.0,2,3.25,497600,17.32,36.1,5,5
6944,2021,18449,370000,78.0,2,3.25,370000,18.51,38.3,5,5
6948,2021,15570,312000,80.0,2,3.25,312000,11.92,33.24,5,5
6993,2021,18590,548250,73.0,2,3.0,548250,21.98,25.26,5,5
7008,2021,14330,312000,80.0,2,3.49,312000,15.82,30.21,5,5
7012,2021,21306,362400,80.0,2,2.625,362400,15.7,29.86,4,3
7024,2021,14899,650000,28.0,2,3.0,650000,30.15,38.85,5,5
7035,2021,11279,412961,76.0,2,2.625,412961,22.05,27.88,4,3
7076,2021,16536,293500,94.0,2,2.25,293500,18.68,38.3,5,5
7087,2021,29226,416500,85.0,2,3.625,416500,9.03,35.39,3,3
7095,2021,12139,504000,80.0,2,3.25,504000,23.87,30.26,5,5
7181,2021,18544,346500,51.0,2,2.5,346500,16.39,17.93,5,5
7183,2021,16839,485497,72.0,2,3.25,485497,3.99,24.53,5,5
7234,2021,13953,520000,75.0,2,3.0,520000,20.85,22.93,5,5
7288,2021,13129,361000,79.0,3,3.25,361000,24.36,29.06,5,3
7299,2021,16606,368000,75.0,2,2.75,368000,13.19,35.41,4,4
7308,2021,17882,370000,61.0,2,2.625,370000,15.44,21.94,5,5
7340,2021,18245,535000,79.0,2,3.0,535000,15.12,33.55,5,5
7349,2021,11667,371900,62.0,2,2.625,371900,21.25,24.77,5,5
7391,2021,14989,385000,74.0,2,3.125,385000,13.75,20.69,5,5
7393,2021,20832,352000,80.0,2,3.25,352000,10.59,29.14,5,5
7408,2021,17500,443200,80.0,2,3.125,443200,14.99,32.14,5,4
7436,2021,14922,336000,80.0,2,2.875,336000,14.34,27.09,4,4
7469,2021,12654,470000,77.0,2,2.75,470000,35.04,44.62,2,3
7472,2021,13334,460000,69.0,2,3.0,460000,17.95,25.49,5,5
7496,2021,24354,600000,80.0,2,3.625,600000,15.69,36.27,4,4
7504,2021,9350,620000,46.0,2,3.375,620000,37.55,40.47,5,5
7505,2021,27651,387600,80.0,2,3.49,387600,15.14,27.43,5,5
7513,2021,25507,485946,90.0,2,3.25,485946,22.06,41.26,5,5
7514,2021,11091,665000,65.0,2,3.25,665000,40.01,43.21,5,5
7538,2021,21540,369500,91.0,2,2.375,369500,13.48,25.15,5,5
7545,2021,19497,548250,93.0,2,2.75,548250,15.11,25.47,4,3
7548,2021,9654,483367,98.0,2,2.75,483367,24.94,35.37,3,2
7557,2021,11612,363000,97.0,2,2.875,363000,17.32,31.69,5,4
7563,2021,13811,340000,70.0,2,2.5,340000,21.16,22.83,5,5
7564,2021,12662,380000,94.0,2,3.25,380000,17.44,40.34,4,4
7576,2021,11241,420000,80.0,2,3.2,420000,23.52,37.53,4,5
7579,2021,22051,536250,75.0,2,3.375,536250,17.39,39.74,4,4
7601,2021,28634,411500,86.0,2,2.875,411500,9.76,18.29,5,5
7605,2021,14747,320000,80.0,2,3.25,320000,13.9,31.54,4,4
7613,2021,27356,395334,80.0,2,3.125,396000,10.53,28.99,5,4
7621,2021,15503,520000,80.0,2,3.0,520000,19.19,41.83,5,5
7636,2021,18750,520000,80.0,2,3.0,520000,18.92,26.69,5,5
7665,2021,27625,303000,61.0,2,2.375,303000,11.82,31.35,5,5
7681,2021,19373,437000,95.0,2,3.125,437000,14.74,45.85,4,4
7715,2021,19678,395910,90.0,2,3.25,395910,9.82,29.24,4,3
7726,2021,15598,392600,63.0,2,3.125,392600,13.98,21.94,5,5
7730,2021,16016,396000,65.0,2,2.875,396000,17.66,26.0,5,5
7737,2021,18924,373000,75.0,2,3.0,373000,16.53,30.08,4,5
7738,2021,12083,541000,44.0,2,3.0,541000,30.49,43.08,4,5
7746,2021,14774,478105,79.0,2,2.875,478105,19.65,21.39,5,5
7758,2021,12996,347200,79.0,2,3.125,347200,16.94,25.9,4,4
7760,2021,15570,345500,75.0,2,2.875,345500,16.62,21.27,5,5
7765,2021,19728,415000,75.0,2,3.125,415000,14.27,24.21,5,5
7766,2021,10687,415000,31.0,2,2.75,415000,25.55,38.21,5,4
7768,2021,19831,485000,79.0,2,2.75,485000,16.68,17.3,5,5
7770,2021,13250,332000,73.0,2,2.75,332000,20.61,29.3,5,5
7794,2021,14310,365750,95.0,2,3.0,365750,12.46,27.83,4,4
7813,2021,15194,400000,94.0,2,2.75,400000,14.23,32.21,5,5
7832,2021,22117,410000,63.0,2,2.125,410000,15.78,24.4,5,5
7837,2021,16777,420000,76.0,2,2.625,420000,20.6,21.05,5,5
7881,2021,11889,636000,80.0,2,2.875,636000,32.2,43.52,4,5
7882,2021,10691,590000,66.0,2,3.375,590000,34.35,40.67,5,5
7883,2021,12785,519500,73.0,2,2.875,519500,21.91,40.86,4,4
7903,2021,9855,506936,80.0,2,2.625,508800,9.39,44.67,5,5
7908,2021,13095,460750,95.0,2,3.125,460750,19.59,36.1,5,5
7923,2021,12000,413800,60.0,2,2.875,413800,21.57,26.8,5,5
7929,2021,17375,325000,70.0,2,3.125,325000,13.21,23.78,5,5
7930,2021,13352,386306,78.0,2,2.75,387000,16.35,41.98,5,5
7948,2021,26929,427000,80.0,2,2.875,427000,8.35,20.88,5,5
7964,2021,16037,382500,90.0,2,3.125,382500,15.26,36.42,5,5
7971,2021,16403,323700,80.0,2,3.125,323700,10.87,44.31,5,5
7989,2021,14079,456000,95.0,2,3.4,456000,23.66,44.97,2,3
8029,2021,13971,426080,95.0,2,3.25,426080,19.72,26.08,5,5
8032,2021,21293,531200,80.0,2,3.125,531200,18.95,19.49,5,5
8053,2021,14985,430000,79.0,2,3.375,430000,17.75,44.85,4,3
8070,2021,14280,464000,80.0,2,3.25,464000,16.01,38.74,5,5
8079,2021,15908,485000,46.0,2,2.375,485000,32.32,43.9,5,5
8091,2021,9693,430000,72.0,2,3.25,430000,24.72,34.03,5,5
8094,2021,13043,521750,80.0,2,3.25,521750,25.54,36.23,3,5
8099,2021,12285,435000,78.0,2,3.25,435000,16.63,20.9,5,5
8103,2021,19183,547000,75.0,2,3.25,547000,20.27,33.23,4,5
8109,2021,21851,400000,80.0,2,2.625,400000,10.85,23.82,5,5
8135,2021,23776,390000,80.0,2,2.625,390000,12.49,21.14,5,5
8138,2021,29406,548200,62.0,2,2.5,548200,15.72,16.05,5,5
8174,2021,14166,528360,101.0,2,2.875,528360,19.2,25.78,5,5
8200,2021,12250,382900,89.0,2,3.125,382900,20.18,25.88,4,5
8229,2021,26358,500000,65.0,2,3.125,500000,12.89,30.56,5,5
8282,2021,21044,322500,74.0,2,2.375,322500,22.41,35.82,5,5
8286,2021,10463,548250,77.0,2,3.0,548250,27.59,28.84,5,5
8312,2021,24285,548250,68.0,2,2.875,548250,19.23,36.71,5,5
8322,2021,17054,312000,80.0,2,3.125,312000,9.27,39.16,5,5
8332,2021,21706,387435,70.0,2,3.0,387435,13.92,18.61,4,3
8403,2021,21070,548250,74.0,2,3.125,548250,15.58,30.59,5,5
8416,2021,17743,300000,71.0,2,2.875,300000,14.25,29.25,5,4
8455,2021,9708,632000,80.0,2,3.5,632000,34.43,46.28,5,5
8456,2021,23283,633500,70.0,2,2.875,633500,18.51,22.73,5,5
8461,2021,17414,508000,80.0,2,2.875,508000,15.87,25.62,5,5
8467,2021,11667,424000,68.0,2,3.25,424000,23.77,24.46,5,5
8472,2021,26780,450000,57.0,2,2.875,450000,9.42,16.9,5,5
8474,2021,15740,780000,36.0,2,3.25,780000,37.89,49.92,5,5
8478,2021,22144,368000,46.0,2,2.875,368000,14.44,21.08,4,4
8497,2021,8083,628000,69.0,2,3.25,628000,44.65,44.65,3,5
8500,2021,23313,448000,80.0,2,3.49,448000,9.83,23.82,5,5
8504,2021,25417,260100,90.0,2,3.375,260100,19.9,40.04,5,5
8527,2021,28463,548000,46.0,2,3.25,548000,11.58,16.04,5,5
8530,2021,16382,393000,84.0,2,2.875,393000,14.8,36.75,4,3
8539,2021,25621,329000,51.0,2,2.5,329000,14.41,42.55,4,4
8544,2021,15932,330000,74.0,2,2.375,330000,17.86,21.98,5,4
8545,2021,12854,347700,63.0,2,2.375,347700,22.69,27.37,5,5
8569,2021,19304,504000,80.0,2,3.125,504000,14.3,18.14,3,9
8580,2021,18690,546000,64.0,2,3.5,546000,17.08,28.05,3,3
8589,2021,20836,398469,80.0,2,2.625,399200,9.5,25.78,5,5
8601,2021,12291,361800,90.0,2,3.125,361800,16.0,24.14,5,5
8608,2021,17058,548000,77.0,2,3.0,548000,17.07,20.54,5,5
8632,2021,19986,335000,70.0,2,2.875,335000,11.39,17.35,5,4
8636,2021,13878,364800,80.0,2,3.25,364800,16.63,30.74,4,5
8651,2021,13681,363950,67.0,2,2.625,363950,25.25,38.86,4,4
8687,2021,10043,412000,80.0,2,3.125,412000,22.75,28.01,4,3
8690,2021,12221,350000,73.0,2,2.25,350000,27.04,28.21,5,5
8717,2021,12181,436000,80.0,2,2.5,436000,30.06,38.47,2,3
8718,2021,18871,545000,78.0,2,2.625,545000,30.53,45.48,5,5
8724,2021,19664,310000,88.0,2,3.5,310000,13.17,22.34,3,3
8735,2021,16466,360000,95.0,2,2.75,360000,14.66,31.91,4,4
8779,2021,23123,468000,90.0,2,3.125,468000,13.89,26.6,5,4
8784,2021,22540,360000,66.0,2,2.5,360000,13.5,17.32,5,5
8792,2021,17258,446000,75.0,2,3.125,446000,15.27,33.75,5,5
8812,2021,17916,475000,71.0,2,2.75,475000,14.58,22.19,5,5
8846,2021,15376,547247,77.0,2,2.625,548250,17.3,32.53,5,5
8859,2021,17295,420000,75.0,2,2.75,420000,18.91,19.74,5,5
8910,2021,12349,320000,80.0,2,3.125,320000,16.76,32.0,4,3
8928,2021,14874,452000,80.0,2,3.25,452000,19.52,37.23,4,3
8974,2021,21307,382500,85.0,2,3.125,382500,13.52,26.51,3,3
8978,2021,24298,527920,80.0,2,3.25,527920,14.72,15.63,5,5
8992,2021,26812,424000,64.0,2,3.0,424000,11.77,18.54,5,5
9038,2021,14840,393000,68.0,2,3.5,393000,15.98,48.79,3,4
9046,2021,12691,349600,74.0,2,3.125,349600,20.67,25.88,5,5
9050,2021,18058,450000,78.0,2,2.875,450000,21.96,44.36,4,2
9075,2021,17022,548200,69.0,2,2.125,548200,26.38,39.95,5,5
9108,2021,7443,480000,80.0,2,2.75,480000,29.14,32.71,4,5
9112,2021,21909,455000,65.0,2,2.625,455000,11.22,36.69,5,4
9122,2021,17077,548250,40.0,2,2.99,548250,3.76,30.35,5,5
9131,2021,13768,475008,79.0,2,3.125,475008,21.54,39.48,5,5
9153,2021,14667,364000,80.0,2,3.25,364000,15.3,20.64,4,3
9162,2021,18725,320500,78.0,2,2.0,320500,14.52,28.27,5,3
9174,2021,22283,361500,48.0,2,2.375,361500,15.18,15.96,5,5
9194,2021,11000,450000,75.0,2,3.125,450000,26.01,35.96,5,3
9203,2021,13866,416000,80.0,2,2.625,416000,25.49,41.86,4,4
9230,2021,17722,300000,73.0,2,3.25,300000,11.69,33.67,4,4
9234,2021,12629,380000,95.0,2,2.5,380000,16.69,27.99,4,4
9241,2021,25416,308000,80.0,2,3.25,308000,24.55,38.87,5,5
9252,2021,21472,405000,90.0,2,2.875,405000,12.46,41.41,4,4
9298,2021,13663,375000,66.0,2,2.875,375000,16.0,23.38,5,4
9313,2021,14070,400000,70.0,2,3.0,400000,12.46,42.95,5,5
9327,2021,17778,490000,87.0,2,2.875,490000,4.61,22.99,5,5
9334,2021,19719,332436,80.0,2,3.5,332436,9.9,44.0,3,4
9342,2021,14790,500000,80.0,2,2.875,500000,17.14,46.0,5,5
9360,2021,20788,381201,103.0,2,3.0,381201,8.87,25.28,5,5
9385,2021,11243,376200,90.0,2,3.125,376200,19.99,25.77,4,5
9433,2021,12560,370000,75.0,2,2.625,370000,21.76,33.71,5,5
9459,2021,12612,344000,79.0,2,2.625,344000,18.97,23.38,5,5
9462,2021,18080,542622,70.0,2,2.0,548000,28.79,29.3,5,5
9494,2021,12133,417000,76.0,2,2.625,417000,19.6,37.58,5,4
